iso3,year,GDP,logGDP,hdicode_x,region_x,"Adolescent Birth Rate (births per 1,000 women ages 15-19)",GII Rank,Gender Inequality Index (value),"Labour force participation rate, female (% ages 15 and older)","Labour force participation rate, male (% ages 15 and older)","Maternal Mortality Ratio (deaths per 100,000 live births)","Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)","Population, total (millions)_x","Share of seats in parliament, female (% held by women)","Share of seats in parliament, male (% held by men)",GII_Category,hdicode_y,region_y,"Expected Years of Schooling, female (years)","Expected Years of Schooling, male (years)",GDI Group,Gender Development Index (value),"Gross National Income Per Capita, female (2021 PPP$)","Gross National Income Per Capita, male (2021 PPP$)",HDI female (value),HDI male (value),"Life Expectancy at Birth, female (years)","Life Expectancy at Birth, male (years)","Mean Years of Schooling, female (years)","Mean Years of Schooling, male (years)","Population, total (millions)_y",GDI_gap,GDI_gap_abs,A woman can apply for a passport in the same way as a man (1=yes; 0=no),A woman can be head of household in the same way as a man (1=yes; 0=no),A woman can choose where to live in the same way as a man (1=yes; 0=no),A woman can get a job in the same way as a man (1=yes; 0=no),A woman can obtain a judgment of divorce in the same way as a man (1=yes; 0=no),A woman can open a bank account in the same way as a man (1=yes; 0=no),A woman can register a business in the same way as a man (1=yes; 0=no),A woman can sign a contract in the same way as a man (1=yes; 0=no),A woman can travel outside her home in the same way as a man (1=yes; 0=no),A woman can travel outside the country in the same way as a man (1=yes; 0=no),A woman can work at night in the same way as a man (1=yes; 0=no),A woman can work in a job deemed dangerous in the same way as a man (1=yes; 0=no),A woman can work in an industrial job in the same way as a man (1=yes; 0=no),A woman has the same rights to remarry as a man (1=yes; 0=no),Criminal penalties or civil remedies exist for sexual harassment in employment (1=yes; 0=no),Dismissal of pregnant workers is prohibited (1=yes; 0=no),Female and male surviving spouses have equal rights to inherit assets (1=yes; 0=no),Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),Law prohibits discrimination in employment based on gender (1=yes; 0=no),Men and married women have equal ownership rights to immovable property (1=yes; 0=no),Paid leave is available to fathers (1=yes; 0=no),Paid leave of at least 14 weeks available to mothers (1=yes; 0=no),Sons and daughters have equal rights to inherit assets from their parents (1=yes; 0=no),The age at which men and women can retire with full pension benefits is the same (1=yes; 0=no),The age at which men and women can retire with partial pension benefits is the same (1=yes; 0=no),The government administers 100% of maternity leave benefits (1=yes; 0=no),The law grants spouses equal administrative authority over assets during marriage (1=yes; 0=no),The law prohibits discrimination in access to credit based on gender (1=yes; 0=no),The mandatory retirement age for men and women is the same (1=yes; 0=no),There are periods of absence due to child care accounted for in pension benefits (1=yes; 0=no),There is legislation on sexual harassment in employment (1=yes; 0=no),There is legislation specifically addressing domestic violence (1=yes; 0=no),There is no legal provision that requires a married woman to obey her husband (1=yes; 0=no),There is paid parental leave (1=yes; 0=no),Gender Inequality Index (value)_shifted
TUN,2020,11918.066205483,9.385810696374815,High,AS,5.264,,0.227,27.85,68.89,36.62558326,38.86755371,47.1402359,11.974057,24.88479263,75.11520737,B,High,AS,15.51537756,13.75383953,,0.928,5676.78135,17084.12843,0.698602801,0.752501847,77.745,72.397,6.795873324,8.030013084,11.974057,0.07199999999999995,0.07199999999999995,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.253
TUR,2020,28680.20062887645,10.263962290117139,Very High,ECA,15.334,,0.266,30.89,68.18,17.33207026,59.08314145,78.11850467,86.0916915,17.31748727,82.68251273,B,Very High,ECA,19.07266045,19.51246071,,0.938,16840.67855,39637.30697,0.807127986,0.860326763,79.887,73.441,8.072789391,9.563216354,86.0916915,0.062000000000000055,0.062000000000000055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.27
UGA,2020,2532.219501020688,7.836851470273104,Medium,SSA,112.94,,0.525,74.54,82.7,284.1407767,22.41824024,38.03336726,44.4571525,34.8583878,65.1416122,MB,Medium,SSA,11.14553059,11.89354635,,0.915,2235.983568,3025.459482,0.546460749,0.597490285,69.43,63.352,5.157980782,7.701256097,44.4571525,0.08499999999999996,0.08499999999999996,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.528
UKR,2020,15541.02734375,9.651238731372915,High,ECA,15.489,,,48.13,63.42,16.54036907,,,44.6800145,20.80378251,79.19621749,,High,ECA,13.77738953,13.40917015,,1.015,14007.90438,22190.68545,0.786912849,0.775331337,78.024,68.348,11.44206345,10.72902633,44.6800145,-0.014999999999999902,0.014999999999999902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
ARE,2020,65352.8344194961,11.087556091019152,Very High,AS,3.032,,0.03,61.83,88.94,9.340701211,82.01499939,85.875,9.448524,50.0,50.0,VB,Very High,AS,13.76570988,13.31488037,,0.957,39157.27023,84031.49275,0.880398089,0.919572548,83.9,80.797,12.55999994,12.86000013,9.448524,0.04300000000000004,0.04300000000000004,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.039
GBR,2020,47987.58329150724,10.778697574999285,Very High,,9.701,,0.094,58.63,67.19,9.842479183,99.80000305,99.80000305,67.3518615,29.96539792,70.03460208,VB,Very High,,17.8855896,16.86174965,,0.979,36189.87895,59851.77823,0.918593236,0.938414815,82.4,78.362,13.44999981,13.35999966,67.3518615,0.02100000000000002,0.02100000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.105
USA,2020,64411.37317793725,11.073045498642005,Very High,,14.719,,0.181,56.2,67.66,21.08490543,96.55000305,96.37000275,339.4361585,27.09923664,72.90076336,VB,Very High,,17.32646942,15.94386959,,1.003,55492.27755,79427.406,0.924964826,0.922196182,79.874,74.339,13.73999977,13.61999989,339.4361585,-0.0029999999999998916,0.0029999999999998916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.191
URY,2020,25777.7455310901,10.157266822362354,Very High,LAC,29.59,,0.235,54.23,68.6,18.6383616,61.01499939,57.89500046,3.398968,23.07692308,76.92307692,B,Very High,LAC,18.61141663,15.83549175,,1.023,21048.42927,31742.22954,0.848427433,0.829049332,82.015,74.511,9.763333321,9.203333537,3.398968,-0.02299999999999991,0.02299999999999991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.256
UZB,2020,8451.725051081145,9.04212584757278,High,ECA,21.316,,0.266,39.92,73.14,30.17849377,99.88999939,99.97000122,33.586372,29.14979757,70.85020243,B,High,ECA,11.86865997,11.9102602,,0.923,4146.060469,11333.23589,0.686672579,0.744060313,74.462,68.598,11.70499992,12.07500029,33.586372,0.07699999999999996,0.07699999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.269
VUT,2020,3117.644252860883,8.044832948451884,Medium,EAP,69.095,,0.796,37.91,47.94,94.44281395,43.18178177,45.79443741,0.2988585,0.0,100.0,NB,Medium,EAP,11.74143851,11.72950992,,0.944,2739.101252,4187.523252,0.597315593,0.632827056,73.245,68.198,6.59341665,7.503930975,0.2988585,0.05600000000000005,0.05600000000000005,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.797
VNM,2020,11609.31772764233,9.359563307042873,High,EAP,35.03,,0.312,67.86,78.93,45.53002524,57.47973633,67.03398895,98.079191,26.72064777,73.27935223,B,High,EAP,15.36371604,14.64648637,,1.008,9976.304346,13120.53202,0.757068035,0.751239319,80.314,70.366,8.24666659,9.023333549,98.079191,-0.008000000000000007,0.008000000000000007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.318
PSE,2020,5956.286200648186,8.692202445142396,Medium,AS,38.946,,,16.12,65.12,20.43431277,67.93000031,67.62999725,5.069692,,,,Medium,AS,13.98742962,12.50302029,,0.881,2026.668016,10639.41184,0.651964409,0.74033219,77.603,72.573,9.920000076,9.960000038,5.069692,0.119,0.119,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
ZMB,2020,3157.300093116429,8.057472540459937,Medium,SSA,120.712,,0.523,54.64,67.85,134.6654218,33.73203586,51.36293324,19.059395,16.76646707,83.23353293,MB,Medium,SSA,11.07545671,10.98388293,,0.945,2932.624722,3699.59333,0.562641379,0.595676146,65.953,60.731,6.432586008,8.32623795,19.059395,0.05500000000000005,0.05500000000000005,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.521
ZWE,2020,3510.594035899552,8.163540543137293,Medium,SSA,98.893,,0.519,60.35,71.73,356.7589193,86.32460403,92.24082184,15.5268885,34.57142857,65.42857143,MB,Medium,SSA,10.69515879,11.3758358,,0.933,2571.697218,3519.091272,0.561956512,0.602572783,63.747,59.091,8.191878332,9.591444466,15.5268885,0.06699999999999995,0.06699999999999995,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.525
AFG,2021,2144.166570028188,7.670506210417375,Low,SA,66.599,,0.642,23.3,76.96,620.4075093,6.400000095,14.86999989,40.000412,27.21518987,72.78481013,NB,Low,SA,8.086575995,13.36247369,,0.737,867.6729489,3412.198438,0.397848023,0.539703388,64.079,57.052,2.309999943,3.400000095,40.000412,0.263,0.263,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.674
ALB,2021,16113.13651872342,9.687390151120276,Very High,ECA,13.002,,0.109,56.08,69.91,8.276445584,90.16806793,93.60575867,2.8496355,35.71428571,64.28571429,VB,Very High,ECA,14.89418983,14.32079983,,0.977,14108.66868,18003.65351,0.784299829,0.802357827,79.002,74.742,9.858657646,10.49733909,2.8496355,0.02300000000000002,0.02300000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.125
DZA,2021,14496.86546972987,9.581687730538203,High,AS,9.343,,0.442,17.57,65.53,77.69478932,47.02550941,51.2984269,44.761099,7.481751825,92.51824818,MB,High,AS,16.13194023,14.68931658,,0.887,5021.317025,23401.65674,0.693962252,0.782654087,76.65,73.845,6.900561777,7.89269757,44.761099,0.11299999999999999,0.11299999999999999,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.383
AGO,2021,7408.126591210588,8.910332864626364,Medium,SSA,143.383,,0.532,74.73,78.16,221.9064903,28.95502853,52.30802536,34.532429,29.54545455,70.45454545,MB,Medium,SSA,11.5354,12.9099,,0.898,5668.868428,7968.808552,0.574909105,0.640536224,65.441,60.498,4.535401083,7.26331754,34.532429,0.10199999999999998,0.10199999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.533
ATG,2021,25733.29482696443,10.155540950982152,Very High,LAC,33.751,,0.225,68.58,76.15,21.24794783,88.0342865,76.63851929,0.092349,31.42857143,68.57142857,B,Very High,LAC,16.77993692,14.31181128,,1.028,21123.06692,28470.26065,0.853190336,0.830066437,79.757,74.295,12.17525005,11.07553005,0.092349,-0.028000000000000025,0.028000000000000025,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,
ARG,2021,26300.27426117504,10.177334646293044,Very High,LAC,28.54,,0.272,50.48,71.15,44.90007716,74.2965507,72.21980676,45.3122815,44.3768997,55.6231003,B,Very High,LAC,20.91489983,17.13032913,,0.987,18581.15425,32650.68052,0.834913049,0.845737488,76.86,71.113,11.45316279,10.88826313,45.3122815,0.013000000000000012,0.013000000000000012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.285
ARM,2021,15921.70528196402,9.675438569363154,Very High,ECA,13.66,,0.185,60.76,76.11,27.18972179,98.98099518,99.33595276,2.8703485,33.64485981,66.35514019,VB,Very High,ECA,14.7423296,14.13381004,,0.987,12318.89418,21150.31481,0.778537023,0.788796108,76.028,68.699,11.35613866,11.33355086,2.8703485,0.013000000000000012,0.013000000000000012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.207
AUS,2021,58145.55136417153,10.970704652254573,Very High,,7.089,,0.065,61.23,70.64,2.941509495,94.51999664,94.58000183,25.9564175,37.88546256,62.11453744,VB,Very High,,21.98143005,20.19375992,,0.972,44440.99957,69313.35311,0.939137318,0.965861563,85.474,81.649,12.85000038,12.72000027,25.9564175,0.028000000000000025,0.028000000000000025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.072
AUT,2021,62912.17411405953,11.049494971084068,Very High,,4.426,,0.042,56.09,66.43,5.228388414,98.5450592,99.02689362,8.9670565,39.3442623,60.6557377,VB,Very High,,16.83849907,15.92267036,,0.983,48813.35589,80509.10172,0.919143801,0.935390699,84.41,79.197,12.12293475,12.59832504,8.9670565,0.017000000000000015,0.017000000000000015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.048
AZE,2021,20111.37569521088,9.90904088894066,High,ECA,34.844,,0.315,64.2,70.1,40.76367015,97.67776489,98.78085327,10.2343705,18.18181818,81.81818182,B,High,ECA,12.73523998,12.62779045,,0.964,14504.0545,25109.1164,0.748759101,0.776835783,73.744,68.184,10.63499975,11.08500004,10.2343705,0.03600000000000003,0.03600000000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.332
BHS,2021,29340.4723479708,10.286723150680226,Very High,LAC,24.87,,0.329,86.43,88.73,77.05063334,94.48085785,95.46772766,0.396373,20.0,80.0,B,Very High,LAC,12.16470981,11.61521687,,1.007,24313.57322,30423.5467,0.797056298,0.791851193,74.145,67.463,12.90247848,12.7569151,0.396373,-0.006999999999999895,0.006999999999999895,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.326
BHR,2021,54954.67578955323,10.914264047923288,Very High,AS,8.364,,0.191,41.67,85.26,15.89788184,80.63500214,83.54999924,1.5017635,18.75,81.25,VB,Very High,AS,16.99803734,15.86863327,,0.942,23609.1032,67553.12026,0.848235319,0.900311697,78.844,77.46,11.42499971,10.88999987,1.5017635,0.05800000000000005,0.05800000000000005,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.189
BGD,2021,7441.069139612541,8.914769819063883,Medium,SA,75.962,,0.494,41.95,80.75,123.0282527,45.36000061,52.09999847,167.6588545,20.85714286,79.14285714,MB,Medium,SA,12.42969513,11.38189411,,0.922,4706.39484,10894.85844,0.629392527,0.682567644,72.847,69.484,6.239999771,7.349999905,167.6588545,0.07799999999999996,0.07799999999999996,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5
BRB,2021,15683.8847128096,9.660389012760978,Very High,LAC,45.948,,0.303,56.24,63.75,39.10801491,95.92190144,86.41378364,0.2821465,29.41176471,70.58823529,B,Very High,LAC,18.44677552,14.80873631,,1.031,12146.80506,16981.07393,0.809854598,0.785442777,78.72,74.284,10.41078226,9.113042115,0.2821465,-0.030999999999999917,0.030999999999999917,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.302
BLR,2021,27611.18011351555,10.225976046260525,Very High,ECA,10.659,,0.092,65.77,74.91,1.101917215,99.28703642,99.8929897,9.251365,34.70588235,65.29411765,VB,Very High,ECA,14.23575974,14.1560297,,1.006,20856.13847,33177.53551,0.818439993,0.813503356,77.176,67.21,12.37510003,12.28960391,9.251365,-0.006000000000000005,0.006000000000000005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.094
BEL,2021,60611.52713501266,11.012240370717878,Very High,,4.609,,0.042,50.03,59.1,4.755863198,87.83396149,90.72693634,11.5708435,42.85714286,57.14285714,VB,Very High,,19.9310894,17.99295044,,0.978,49971.37229,75923.37873,0.936108851,0.956797381,84.04,79.25,12.69142113,12.66621906,11.5708435,0.02200000000000002,0.02200000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.044
BLZ,2021,11677.46100951715,9.365415853429747,High,LAC,51.324,,0.436,62.55,84.06,129.7882665,57.52011098,52.0299018,0.3953465,19.56521739,80.43478261,MB,High,LAC,13.19169044,12.55362988,,0.976,8403.459642,13938.78328,0.703198797,0.720646826,73.796,68.383,8.754969597,8.76982975,0.3953465,0.02400000000000002,0.02400000000000002,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.469
BEN,2021,3464.2886286745,8.150262588576828,Low,SSA,79.804,,0.634,74.6,77.33,522.604743,7.217569828,20.95940971,13.413417,8.43373494,91.56626506,NB,Low,SSA,9.604929924,11.11865997,,0.86,3127.661591,3984.712375,0.468391184,0.544838919,60.825,58.392,2.049469948,4.58987999,13.413417,0.14,0.14,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.638
BTN,2021,13458.81266429255,9.507389387145283,Medium,SA,9.645,,0.266,65.3,73.1,59.94775675,26.6817707,34.25285327,0.7754415,16.66666667,83.33333333,B,Medium,SA,13.69224368,12.63068362,,0.985,12528.06765,12781.96047,0.685833188,0.696465083,74.365,70.84,5.211722545,6.330068068,0.7754415,0.015000000000000013,0.015000000000000013,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.266
BOL,2021,9454.198147263478,9.154214170226359,High,LAC,66.639,,0.423,71.21,84.74,160.9074003,58.40999985,69.51999664,11.9373595,48.19277108,51.80722892,MB,High,LAC,15.70816992,15.50723995,,0.975,7719.450561,10480.79104,0.686244042,0.703750178,65.25,58.374,9.36286574,10.73944136,11.9373595,0.025000000000000022,0.025000000000000022,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.431
BIH,2021,18270.33517795125,9.81303399501391,Very High,ECA,11.192,,0.138,40.64,61.67,5.668398678,84.46500015,95.1099968,3.2449075,24.56140351,75.43859649,VB,Very High,ECA,13.76589012,12.81573009,,0.96,13095.37089,23749.07404,0.765288169,0.797240528,77.649,71.403,10.04999971,11.50500011,3.2449075,0.040000000000000036,0.040000000000000036,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.144
BWA,2021,17961.35762184573,9.795977930416104,High,SSA,55.094,,0.495,59.57,69.71,185.8968424,69.94387817,72.54972076,2.4014405,10.76923077,89.23076923,MB,High,SSA,11.77283955,11.08065033,,0.996,15608.69109,17401.1258,0.698312106,0.701433509,65.511,61.206,10.426,10.524,2.4014405,0.0040000000000000036,0.0040000000000000036,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.497
BRA,2021,18075.70600631076,9.802324106087706,High,LAC,45.67,,0.405,52.37,72.87,72.14753684,67.40000153,64.97000122,209.550294,14.81481481,85.18518519,MB,High,LAC,16.22303963,14.95001984,,1.003,13279.22203,21078.3976,0.767529344,0.764916586,76.401,69.81,8.631352115,8.182779468,209.550294,-0.0029999999999998916,0.0029999999999998916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.411
BRN,2021,78248.79711014537,11.267648735889935,Very High,EAP,8.581,,0.272,54.89,71.65,44.236057,85.21269226,86.40886688,0.4517205,9.090909091,90.90909091,B,Very High,EAP,14.17733955,13.25224972,,0.995,60323.39784,97056.03663,0.829273814,0.833044868,77.032,72.935,9.272,9.292,0.4517205,0.0050000000000000044,0.0050000000000000044,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.276
BGR,2021,29278.79498058165,10.284618812193576,Very High,,36.408,,0.205,49.05,62.02,7.086025283,95.16316986,96.7388916,6.8772255,23.75,76.25,VB,Very High,,15.70847988,15.11365032,,1.004,23765.41892,32999.37701,0.819088801,0.816213581,75.102,68.047,11.56068018,11.35249652,6.8772255,-0.0040000000000000036,0.0040000000000000036,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2
